,blueWins
82981,0
82982,1
82983,1
82984,1
82985,1
82986,0
82987,0
82988,1
82989,1
82990,1
82991,0
82992,1
82993,1
82994,1
82995,0
82996,0
82997,1
82998,0
82999,0
83000,0
83001,0
83002,0
83003,1
83004,1
83005,0
83006,1
83007,1
83008,1
83009,1
83010,1
83011,0
83012,1
83013,1
83014,1
83015,0
83016,0
83017,0
83018,1
83019,0
83020,0
83021,0
83022,0
83023,1
83024,0
83025,0
83026,0
83027,0
83028,0
83029,0
83030,1
83031,1
83032,0
83033,0
83034,1
83035,1
83036,1
83037,1
83038,0
83039,1
83040,1
83041,0
83042,0
83043,0
83044,1
83045,1
83046,1
83047,0
83048,1
83049,1
83050,1
83051,1
83052,1
83053,1
83054,1
83055,1
83056,1
83057,1
83058,1
83059,0
83060,0
83061,0
83062,1
83063,1
83064,0
83065,1
83066,1
83067,0
83068,1
83069,0
83070,1
83071,1
83072,1
83073,0
83074,0
83075,1
83076,1
83077,0
83078,1
83079,0
83080,0
83081,1
83082,0
83083,1
83084,1
83085,0
83086,0
83087,1
83088,0
83089,0
83090,0
83091,1
83092,1
83093,0
83094,1
83095,0
83096,1
83097,0
83098,0
83099,1
83100,1
83101,1
83102,1
83103,1
83104,1
83105,1
83106,0
83107,0
83108,1
83109,1
83110,1
83111,0
83112,0
83113,0
83114,0
83115,1
83116,0
83117,0
83118,0
83119,1
83120,0
83121,0
83122,1
83123,0
83124,0
83125,1
83126,0
83127,0
83128,0
83129,1
83130,1
83131,1
83132,0
83133,0
83134,0
83135,1
83136,0
83137,0
83138,1
83139,1
83140,0
83141,0
83142,1
83143,0
83144,1
83145,1
83146,1
83147,0
83148,0
83149,0
83150,1
83151,1
83152,1
83153,1
83154,0
83155,1
83156,1
83157,1
83158,0
83159,1
83160,0
83161,0
83162,0
83163,0
83164,1
83165,1
83166,1
83167,0
83168,0
83169,1
83170,0
83171,0
83172,0
83173,1
83174,1
83175,1
83176,0
83177,0
83178,0
83179,1
83180,0
83181,1
83182,1
83183,1
83184,1
83185,1
83186,0
83187,1
83188,0
83189,1
83190,1
83191,0
83192,1
83193,0
83194,0
83195,0
83196,1
83197,0
83198,1
83199,0
83200,0
83201,0
83202,0
83203,1
83204,0
83205,0
83206,0
83207,1
83208,0
83209,0
83210,1
83211,0
83212,1
83213,1
83214,1
83215,1
83216,0
83217,1
83218,1
83219,0
83220,0
83221,1
83222,0
83223,0
83224,0
83225,1
83226,1
83227,0
83228,1
83229,1
83230,1
83231,1
83232,1
83233,1
83234,0
83235,0
83236,0
83237,0
83238,0
83239,1
83240,1
83241,1
83242,1
83243,1
83244,1
83245,0
83246,1
83247,0
83248,0
83249,1
83250,1
83251,1
83252,0
83253,0
83254,1
83255,1
83256,0
83257,1
83258,1
83259,0
83260,0
83261,0
83262,0
83263,1
83264,1
83265,1
83266,0
83267,1
83268,0
83269,1
83270,0
83271,0
83272,1
83273,0
83274,0
83275,0
83276,0
83277,1
83278,0
83279,0
83280,1
83281,0
83282,1
83283,0
83284,0
83285,0
83286,0
83287,1
83288,1
83289,0
83290,0
83291,1
83292,1
83293,0
83294,0
83295,0
83296,0
83297,0
83298,1
83299,1
83300,0
83301,0
83302,0
83303,0
83304,0
83305,1
83306,0
83307,1
83308,1
83309,0
83310,0
83311,0
83312,0
83313,0
83314,0
83315,1
83316,1
83317,0
83318,1
83319,0
83320,1
83321,0
83322,0
83323,0
83324,1
83325,1
83326,0
83327,1
83328,1
83329,1
83330,0
83331,1
83332,0
83333,1
83334,1
83335,0
83336,1
83337,0
83338,0
83339,0
83340,0
83341,0
83342,1
83343,0
83344,0
83345,0
83346,1
83347,1
83348,1
83349,1
83350,1
83351,0
83352,0
83353,0
83354,0
83355,1
83356,1
83357,1
83358,1
83359,0
83360,1
83361,0
83362,1
83363,0
83364,1
83365,1
83366,0
83367,0
83368,1
83369,1
83370,0
83371,0
83372,1
83373,1
83374,1
83375,1
83376,1
83377,1
83378,1
83379,0
83380,1
83381,0
83382,1
83383,1
83384,0
83385,1
83386,1
83387,0
83388,1
83389,0
83390,0
83391,1
83392,0
83393,1
83394,1
83395,1
83396,1
83397,0
83398,0
83399,0
83400,0
83401,1
83402,0
83403,0
83404,0
83405,1
83406,0
83407,1
83408,0
83409,0
83410,1
83411,0
83412,1
83413,1
83414,1
83415,1
83416,0
83417,1
83418,1
83419,1
83420,1
83421,1
83422,1
83423,0
83424,1
83425,0
83426,0
83427,0
83428,0
83429,1
83430,0
83431,1
83432,1
83433,0
83434,1
83435,1
83436,0
83437,1
83438,0
83439,0
83440,1
83441,0
83442,0
83443,1
83444,1
83445,0
83446,0
83447,0
83448,1
83449,1
83450,1
83451,1
83452,0
83453,0
83454,1
83455,0
83456,0
83457,0
83458,0
83459,1
83460,1
83461,0
83462,0
83463,0
83464,0
83465,0
83466,0
83467,1
83468,1
83469,0
83470,1
83471,0
83472,1
83473,0
83474,1
83475,0
83476,1
83477,0
83478,0
83479,0
83480,0
83481,1
83482,1
83483,0
83484,0
83485,0
83486,0
83487,1
83488,0
83489,1
83490,0
83491,0
83492,0
83493,1
83494,0
83495,0
83496,0
83497,1
83498,0
83499,0
83500,1
83501,1
83502,0
83503,1
83504,0
83505,0
83506,0
83507,1
83508,0
83509,1
83510,0
83511,0
83512,1
83513,1
83514,1
83515,1
83516,0
83517,0
83518,1
83519,1
83520,1
83521,1
83522,1
83523,0
83524,1
83525,0
83526,1
83527,1
83528,0
83529,0
83530,0
83531,1
83532,1
83533,0
83534,0
83535,0
83536,1
83537,0
83538,1
83539,0
83540,0
83541,1
83542,1
83543,1
83544,0
83545,0
83546,0
83547,0
83548,1
83549,0
83550,1
83551,0
83552,0
83553,0
83554,0
83555,0
83556,0
83557,1
83558,0
83559,1
83560,0
83561,0
83562,0
83563,0
83564,0
83565,0
83566,1
83567,0
83568,1
83569,1
83570,0
83571,1
83572,0
83573,1
83574,1
83575,0
83576,1
83577,1
83578,0
83579,1
83580,1
83581,0
83582,1
83583,1
83584,1
83585,0
83586,1
83587,1
83588,0
83589,1
83590,0
83591,0
83592,0
83593,1
83594,1
83595,1
83596,0
83597,1
83598,0
83599,0
83600,0
83601,1
83602,1
83603,0
83604,0
83605,0
83606,1
83607,0
83608,0
83609,1
83610,0
83611,1
83612,0
83613,0
83614,1
83615,1
83616,0
83617,0
83618,0
83619,0
83620,1
83621,1
83622,0
83623,1
83624,1
83625,1
83626,0
83627,0
83628,0
83629,0
83630,0
83631,0
83632,1
83633,1
83634,1
83635,1
83636,1
83637,0
83638,0
83639,0
83640,0
83641,0
83642,0
83643,1
83644,0
83645,0
83646,1
83647,0
83648,0
83649,0
83650,0
83651,1
83652,0
83653,0
83654,0
83655,0
83656,1
83657,0
83658,1
83659,1
83660,1
83661,0
83662,1
83663,1
83664,1
83665,0
83666,0
83667,1
83668,1
83669,0
83670,1
83671,1
83672,1
83673,0
83674,1
83675,1
83676,0
83677,0
83678,1
83679,1
83680,1
83681,0
83682,0
83683,0
83684,1
83685,1
83686,0
83687,1
83688,0
83689,0
83690,0
83691,0
83692,0
83693,1
83694,1
83695,1
83696,1
83697,1
83698,1
83699,0
83700,0
83701,1
83702,0
83703,0
83704,1
83705,0
83706,1
83707,1
83708,1
83709,1
83710,0
83711,1
83712,0
83713,0
83714,1
83715,1
83716,0
83717,1
83718,1
83719,1
83720,0
83721,1
83722,0
83723,0
83724,1
83725,0
83726,0
83727,0
83728,0
83729,1
83730,1
83731,1
83732,1
83733,0
83734,1
83735,0
83736,1
83737,0
83738,0
83739,1
83740,1
83741,1
83742,0
83743,0
83744,0
83745,0
83746,1
83747,0
83748,1
83749,0
83750,1
83751,1
83752,1
83753,0
83754,0
83755,1
83756,1
83757,1
83758,0
83759,0
83760,1
83761,1
83762,0
83763,1
83764,0
83765,1
83766,1
83767,1
83768,1
83769,1
83770,0
83771,0
83772,0
83773,0
83774,0
83775,0
83776,1
83777,1
83778,0
83779,1
83780,1
83781,0
83782,0
83783,1
83784,1
83785,0
83786,0
83787,0
83788,0
83789,1
83790,0
83791,1
83792,0
83793,1
83794,0
83795,0
83796,0
83797,0
83798,0
83799,1
83800,0
83801,0
83802,0
83803,1
83804,0
83805,1
83806,1
83807,1
83808,1
83809,1
83810,0
83811,1
83812,1
83813,0
83814,1
83815,1
83816,0
83817,0
83818,1
83819,1
83820,1
83821,0
83822,0
83823,0
83824,0
83825,1
83826,0
83827,1
83828,0
83829,1
83830,1
83831,1
83832,1
83833,0
83834,0
83835,0
83836,1
83837,1
83838,0
83839,1
83840,0
83841,1
83842,0
83843,1
83844,0
83845,1
83846,1
83847,0
83848,1
83849,1
83850,0
83851,0
83852,0
83853,1
83854,1
83855,1
83856,1
83857,0
83858,0
83859,1
83860,1
83861,0
83862,0
83863,0
83864,0
83865,0
83866,1
83867,1
83868,0
83869,0
83870,0
83871,1
83872,0
83873,0
83874,0
83875,0
83876,1
83877,0
83878,0
83879,1
83880,1
83881,0
83882,0
83883,1
83884,1
83885,0
83886,1
83887,0
83888,0
83889,0
83890,0
83891,1
83892,1
83893,1
83894,1
83895,1
83896,1
83897,1
83898,0
83899,1
83900,0
83901,0
83902,0
83903,0
83904,1
83905,1
83906,0
83907,1
83908,0
83909,1
83910,1
83911,1
83912,0
83913,1
83914,0
83915,1
83916,1
83917,0
83918,1
83919,0
83920,1
83921,1
83922,1
83923,0
83924,1
83925,1
83926,1
83927,1
83928,0
83929,0
83930,0
83931,0
83932,0
83933,0
83934,1
83935,1
83936,0
83937,1
83938,1
83939,0
83940,1
83941,0
83942,0
83943,1
83944,1
83945,0
83946,0
83947,1
83948,1
83949,0
83950,1
83951,0
83952,1
83953,0
83954,0
83955,1
83956,1
83957,0
83958,0
83959,1
83960,1
83961,0
83962,0
83963,1
83964,1
83965,0
83966,1
83967,1
83968,1
83969,1
83970,0
83971,0
83972,1
83973,1
83974,0
83975,1
83976,0
83977,1
83978,0
83979,0
83980,0
83981,0
83982,0
83983,1
83984,0
83985,0
83986,1
83987,1
83988,0
83989,1
83990,1
83991,0
83992,1
83993,1
83994,1
83995,1
83996,0
83997,0
83998,1
83999,0
84000,0
84001,1
84002,0
84003,1
84004,0
84005,1
84006,1
84007,1
84008,1
84009,0
84010,1
84011,1
84012,0
84013,0
84014,0
84015,1
84016,0
84017,0
84018,1
84019,0
84020,1
84021,1
84022,0
84023,1
84024,1
84025,1
84026,1
84027,1
84028,0
84029,1
84030,0
84031,0
84032,0
84033,1
84034,1
84035,1
84036,0
84037,1
84038,0
84039,1
84040,0
84041,0
84042,1
84043,0
84044,1
84045,1
84046,1
84047,1
84048,1
84049,1
84050,1
84051,0
84052,1
84053,0
84054,1
84055,0
84056,0
84057,1
84058,0
84059,1
84060,0
84061,1
84062,0
84063,1
84064,1
84065,1
84066,1
84067,1
84068,1
84069,0
84070,1
84071,0
84072,1
84073,0
84074,1
84075,1
84076,0
84077,1
84078,1
84079,1
84080,0
84081,0
84082,1
84083,0
84084,1
84085,0
84086,1
84087,0
84088,0
84089,1
84090,0
84091,1
84092,1
84093,1
84094,0
84095,1
84096,1
84097,0
84098,0
84099,0
84100,0
84101,1
84102,1
84103,0
84104,1
84105,0
84106,1
84107,1
84108,0
84109,1
84110,0
84111,1
84112,0
84113,0
84114,0
84115,0
84116,1
84117,0
84118,1
84119,0
84120,1
84121,1
84122,1
84123,0
84124,0
84125,1
84126,1
84127,0
84128,1
84129,0
84130,0
84131,1
84132,1
84133,1
84134,0
84135,1
84136,0
84137,1
84138,0
84139,1
84140,1
84141,1
84142,0
84143,0
84144,0
84145,1
84146,0
84147,0
84148,1
84149,0
84150,1
84151,1
84152,0
84153,1
84154,0
84155,0
84156,0
84157,1
84158,1
84159,1
84160,1
84161,1
84162,1
84163,0
84164,1
84165,0
84166,0
84167,1
84168,1
84169,1
84170,1
84171,0
84172,0
84173,1
84174,0
84175,1
84176,1
84177,1
84178,0
84179,1
84180,0
84181,0
84182,1
84183,1
84184,0
84185,0
84186,1
84187,0
84188,0
84189,0
84190,0
84191,1
84192,0
84193,1
84194,1
84195,1
84196,1
84197,1
84198,0
84199,0
84200,0
84201,0
84202,0
84203,1
84204,1
84205,1
84206,0
84207,1
84208,0
84209,1
84210,0
84211,0
84212,0
84213,1
84214,1
84215,1
84216,1
84217,1
84218,1
84219,0
84220,1
84221,0
84222,0
84223,1
84224,0
84225,1
84226,1
84227,1
84228,0
84229,1
84230,1
84231,0
84232,1
84233,1
84234,1
84235,0
84236,1
84237,1
84238,1
84239,1
84240,1
84241,0
84242,1
84243,0
84244,1
84245,1
84246,1
84247,0
84248,0
84249,0
84250,0
84251,1
84252,1
84253,1
84254,1
84255,0
84256,1
84257,1
84258,0
84259,1
84260,1
84261,0
84262,1
84263,1
84264,0
84265,0
84266,1
84267,0
84268,0
84269,0
84270,1
84271,0
84272,1
84273,0
84274,1
84275,0
84276,1
84277,1
84278,1
84279,1
84280,0
84281,0
84282,0
84283,0
84284,1
84285,1
84286,0
84287,0
84288,0
84289,0
84290,1
84291,1
84292,0
84293,0
84294,1
84295,0
84296,1
84297,1
84298,1
84299,0
84300,0
84301,0
84302,0
84303,1
84304,0
84305,0
84306,1
84307,0
84308,0
84309,0
84310,1
84311,0
84312,0
84313,0
84314,0
84315,0
84316,1
84317,0
84318,0
84319,0
84320,1
84321,0
84322,1
84323,1
84324,0
84325,1
84326,0
84327,0
84328,0
84329,1
84330,1
84331,1
84332,0
84333,1
84334,0
84335,1
84336,0
84337,1
84338,1
84339,1
84340,1
84341,1
84342,0
84343,1
84344,1
84345,1
84346,1
84347,0
84348,0
84349,1
84350,0
84351,0
84352,0
84353,0
84354,1
84355,1
84356,1
84357,0
84358,0
84359,0
84360,1
84361,1
84362,0
84363,0
84364,0
84365,1
84366,1
84367,1
84368,1
84369,0
84370,1
84371,1
84372,1
84373,1
84374,1
84375,0
84376,0
84377,0
84378,0
84379,0
84380,0
84381,1
84382,0
84383,1
84384,0
84385,1
84386,1
84387,1
84388,0
84389,0
84390,1
84391,0
84392,1
84393,1
84394,1
84395,0
84396,1
84397,1
84398,1
84399,1
84400,0
84401,0
84402,0
84403,0
84404,0
84405,0
84406,0
84407,1
84408,1
84409,1
84410,0
84411,0
84412,0
84413,1
84414,1
84415,1
84416,1
84417,0
84418,1
84419,1
84420,0
84421,1
84422,0
84423,0
84424,1
84425,0
84426,0
84427,0
84428,1
84429,1
84430,1
84431,0
84432,1
84433,0
84434,0
84435,1
84436,0
84437,0
84438,1
84439,1
84440,1
84441,0
84442,0
84443,1
84444,0
84445,1
84446,1
84447,0
84448,1
84449,0
84450,1
84451,1
84452,1
84453,0
84454,1
84455,0
84456,0
84457,0
84458,1
84459,0
84460,0
84461,0
84462,1
84463,1
84464,0
84465,0
84466,1
84467,0
84468,1
84469,1
84470,1
84471,1
84472,0
84473,1
84474,0
84475,0
84476,1
84477,1
84478,1
84479,1
84480,1
84481,0
84482,1
84483,0
84484,1
84485,1
84486,0
84487,1
84488,1
84489,1
84490,0
84491,1
84492,0
84493,1
84494,0
84495,0
84496,0
84497,0
84498,1
84499,1
84500,0
84501,0
84502,1
84503,1
84504,1
84505,0
84506,1
84507,1
84508,1
84509,1
84510,1
84511,0
84512,1
84513,1
84514,0
84515,0
84516,0
84517,1
84518,0
84519,1
84520,0
84521,1
84522,1
84523,1
84524,0
84525,0
84526,1
84527,0
84528,0
84529,0
84530,1
84531,1
84532,1
84533,0
84534,1
84535,0
84536,1
84537,1
84538,1
84539,1
84540,1
84541,1
84542,1
84543,0
84544,1
84545,0
84546,0
84547,1
84548,1
84549,0
84550,0
84551,1
84552,1
84553,0
84554,1
84555,0
84556,0
84557,1
84558,0
84559,1
84560,0
84561,1
84562,0
84563,1
84564,1
84565,1
84566,0
84567,0
84568,1
84569,1
84570,0
84571,1
84572,1
84573,0
84574,1
84575,1
84576,1
84577,0
84578,0
84579,1
84580,1
84581,1
84582,0
84583,0
84584,1
84585,0
84586,0
84587,1
84588,0
84589,0
84590,1
84591,1
84592,1
84593,1
84594,1
84595,0
84596,0
84597,0
84598,1
84599,0
84600,1
84601,1
84602,1
84603,1
84604,1
84605,1
84606,1
84607,1
84608,0
84609,1
84610,0
84611,0
84612,1
84613,1
84614,0
84615,0
84616,1
84617,1
84618,1
84619,1
84620,0
84621,0
84622,0
84623,0
84624,1
84625,0
84626,0
84627,0
84628,0
84629,0
84630,0
84631,1
84632,1
84633,0
84634,0
84635,0
84636,1
84637,1
84638,1
84639,0
84640,1
84641,1
84642,1
84643,1
84644,1
84645,1
84646,1
84647,1
84648,1
84649,0
84650,1
84651,1
84652,1
84653,1
84654,1
84655,0
84656,0
84657,0
84658,0
84659,0
84660,0
84661,0
84662,0
84663,0
84664,1
84665,0
84666,1
84667,0
84668,0
84669,1
84670,0
84671,0
84672,0
84673,1
84674,0
84675,0
84676,0
84677,1
84678,1
84679,0
84680,1
84681,1
84682,0
84683,0
84684,0
84685,0
84686,0
84687,1
84688,0
84689,1
84690,0
84691,1
84692,0
84693,0
84694,0
84695,1
84696,1
84697,0
84698,1
84699,0
84700,1
84701,1
84702,1
84703,0
84704,0
84705,0
84706,1
84707,0
84708,1
84709,1
84710,0
84711,1
84712,0
84713,0
84714,1
84715,1
84716,1
84717,1
84718,1
84719,0
84720,1
84721,1
84722,1
84723,0
84724,1
84725,0
84726,0
84727,0
84728,0
84729,1
84730,1
84731,1
84732,0
84733,0
84734,0
84735,1
84736,1
84737,0
84738,1
84739,1
84740,0
84741,0
84742,1
84743,1
84744,0
84745,1
84746,0
84747,0
84748,1
84749,0
84750,0
84751,0
84752,0
84753,0
84754,1
84755,1
84756,1
84757,1
84758,1
84759,1
84760,1
84761,0
84762,1
84763,0
84764,1
84765,0
84766,0
84767,1
84768,1
84769,0
84770,0
84771,1
84772,0
84773,0
84774,1
84775,1
84776,0
84777,1
84778,0
84779,1
84780,0
84781,0
84782,1
84783,0
84784,0
84785,0
84786,1
84787,0
84788,1
84789,1
84790,0
84791,0
84792,0
84793,1
84794,1
84795,0
84796,1
84797,0
84798,1
84799,1
84800,0
84801,0
84802,1
84803,0
84804,0
84805,1
84806,0
84807,0
84808,1
84809,0
84810,1
84811,0
84812,0
84813,1
84814,0
84815,1
84816,1
84817,0
84818,1
84819,1
84820,1
84821,1
84822,1
84823,0
84824,0
84825,0
84826,0
84827,1
84828,0
84829,1
84830,1
84831,0
84832,0
84833,1
84834,0
84835,0
84836,1
84837,0
84838,1
84839,0
84840,0
84841,0
84842,1
84843,1
84844,0
84845,0
84846,1
84847,0
84848,1
84849,0
84850,0
84851,0
84852,0
84853,0
84854,1
84855,1
84856,1
84857,0
84858,1
84859,0
84860,1
84861,1
84862,0
84863,0
84864,1
84865,0
84866,0
84867,0
84868,1
84869,1
84870,1
84871,0
84872,0
84873,0
84874,1
84875,1
84876,1
84877,1
84878,0
84879,1
84880,0
84881,1
84882,0
84883,1
84884,1
84885,1
84886,0
84887,1
84888,0
84889,0
84890,1
84891,0
84892,1
84893,1
84894,1
84895,0
84896,0
84897,1
84898,0
84899,0
84900,1
84901,0
84902,0
84903,1
84904,1
84905,0
84906,1
84907,0
84908,1
84909,1
84910,1
84911,1
84912,1
84913,0
84914,1
84915,0
84916,0
84917,1
84918,0
84919,0
84920,0
84921,1
84922,1
84923,1
84924,1
84925,1
84926,0
84927,0
84928,0
84929,1
84930,1
84931,1
84932,1
84933,1
84934,0
84935,1
84936,1
84937,1
84938,1
84939,1
84940,1
84941,0
84942,1
84943,1
84944,1
84945,1
84946,1
84947,1
84948,1
84949,1
84950,1
84951,0
84952,1
84953,0
84954,1
84955,1
84956,0
84957,1
84958,1
84959,1
84960,1
84961,0
84962,0
84963,0
84964,0
84965,0
84966,0
84967,0
84968,1
84969,0
84970,1
84971,1
84972,1
84973,0
84974,0
84975,1
84976,1
84977,0
84978,1
84979,1
84980,1
84981,1
84982,0
84983,0
84984,1
84985,0
84986,1
84987,0
84988,1
84989,0
84990,0
84991,0
84992,0
84993,1
84994,0
84995,1
84996,0
84997,1
84998,0
84999,1
85000,0
85001,0
85002,1
85003,1
85004,1
85005,0
85006,0
85007,0
85008,0
85009,1
85010,0
85011,0
85012,0
85013,1
85014,1
85015,0
85016,1
85017,0
85018,1
85019,0
85020,0
85021,1
85022,0
85023,1
85024,1
85025,1
85026,0
85027,1
85028,1
85029,0
85030,1
85031,0
85032,0
85033,1
85034,0
85035,0
85036,0
85037,1
85038,0
85039,0
85040,0
85041,1
85042,1
85043,1
85044,0
85045,0
85046,0
85047,0
85048,0
85049,0
85050,0
85051,1
85052,1
85053,1
85054,0
85055,0
85056,1
85057,0
85058,0
85059,1
85060,0
85061,0
85062,0
85063,0
85064,1
85065,0
85066,0
85067,1
85068,1
85069,0
85070,0
85071,1
85072,1
85073,0
85074,0
85075,1
85076,0
85077,1
85078,0
85079,1
85080,1
85081,0
85082,1
85083,1
85084,1
85085,0
85086,1
85087,0
85088,1
85089,0
85090,0
85091,1
85092,0
85093,1
85094,0
85095,1
85096,0
85097,0
85098,0
85099,1
85100,0
85101,0
85102,0
85103,0
85104,0
85105,1
85106,0
85107,0
85108,1
85109,0
85110,0
85111,0
85112,1
85113,0
85114,1
85115,1
85116,0
85117,0
85118,0
85119,0
85120,1
85121,1
85122,1
85123,1
85124,1
85125,0
85126,1
85127,0
85128,0
85129,0
85130,1
85131,0
85132,1
85133,0
85134,1
85135,0
85136,1
85137,1
85138,0
85139,1
85140,1
85141,1
85142,0
85143,1
85144,0
85145,1
85146,1
85147,1
85148,0
85149,0
85150,0
85151,1
85152,0
85153,1
85154,1
85155,0
85156,0
85157,0
85158,1
85159,1
85160,0
85161,1
85162,1
85163,0
85164,0
85165,0
85166,1
85167,0
85168,0
85169,0
85170,1
85171,1
85172,1
85173,1
85174,1
85175,0
85176,1
85177,1
85178,0
85179,1
85180,1
85181,0
85182,0
85183,1
85184,1
85185,1
85186,1
85187,1
85188,1
85189,1
85190,1
85191,1
85192,1
85193,0
85194,0
85195,1
85196,1
85197,1
85198,1
85199,1
85200,1
85201,0
85202,0
85203,0
85204,1
85205,0
85206,0
85207,1
85208,1
85209,0
85210,0
85211,0
85212,1
85213,0
85214,1
85215,1
85216,1
85217,1
85218,0
85219,0
85220,0
85221,0
85222,1
85223,0
85224,1
85225,1
85226,0
85227,0
85228,0
85229,0
85230,1
85231,1
85232,1
85233,1
85234,1
85235,1
85236,1
85237,0
85238,0
85239,1
85240,0
85241,1
85242,0
85243,1
85244,0
85245,0
85246,1
85247,1
85248,1
85249,0
85250,1
85251,1
85252,1
85253,0
85254,1
85255,0
85256,1
85257,1
85258,1
85259,0
85260,0
85261,0
85262,0
85263,1
85264,0
85265,0
85266,0
85267,1
85268,0
85269,0
85270,1
85271,1
85272,0
85273,0
85274,1
85275,1
85276,0
85277,0
85278,1
85279,0
85280,1
85281,0
85282,0
85283,1
85284,0
85285,1
85286,1
85287,1
85288,1
85289,1
85290,1
85291,1
85292,1
85293,1
85294,1
85295,1
85296,1
85297,0
85298,1
85299,1
85300,1
85301,0
85302,1
85303,1
85304,1
85305,1
85306,0
85307,0
85308,0
85309,0
85310,0
85311,0
85312,0
85313,0
85314,0
85315,1
85316,1
85317,1
85318,1
85319,1
85320,0
85321,1
85322,1
85323,1
85324,1
85325,0
85326,0
85327,0
85328,1
85329,1
85330,1
85331,0
85332,1
85333,0
85334,1
85335,0
85336,1
85337,0
85338,0
85339,1
85340,0
85341,0
85342,0
85343,0
85344,0
85345,0
85346,1
85347,0
85348,0
85349,1
85350,1
85351,0
85352,1
85353,0
85354,1
85355,1
85356,1
85357,0
85358,0
85359,0
85360,1
85361,0
85362,0
85363,0
85364,0
85365,1
85366,1
85367,0
85368,0
85369,1
85370,1
85371,0
85372,1
85373,1
85374,0
85375,0
85376,0
85377,0
85378,0
85379,0
85380,1
85381,1
85382,1
85383,1
85384,0
85385,1
85386,1
85387,1
85388,0
85389,0
85390,0
85391,1
85392,0
85393,1
85394,1
85395,1
85396,0
85397,1
85398,1
85399,1
85400,0
85401,0
85402,1
85403,1
85404,0
85405,0
85406,0
85407,0
85408,1
85409,0
85410,1
85411,0
85412,1
85413,1
85414,1
85415,0
85416,0
85417,0
85418,1
85419,1
85420,0
85421,1
85422,0
85423,1
85424,0
85425,1
85426,1
85427,0
85428,0
85429,0
85430,0
85431,1
85432,0
85433,1
85434,0
85435,1
85436,0
85437,1
85438,1
85439,1
85440,0
85441,0
85442,0
85443,1
85444,0
85445,0
85446,1
85447,1
85448,0
85449,1
85450,1
85451,1
85452,0
85453,1
85454,1
85455,0
85456,1
85457,1
85458,1
85459,0
85460,1
85461,0
85462,0
85463,0
85464,0
85465,0
85466,0
85467,1
85468,1
85469,0
85470,1
85471,1
85472,1
85473,0
85474,1
85475,0
85476,0
85477,0
85478,1
85479,0
85480,0
85481,0
85482,0
85483,0
85484,0
85485,0
85486,0
85487,0
85488,0
85489,1
85490,1
85491,1
85492,1
85493,1
85494,0
85495,0
85496,1
85497,0
85498,1
85499,1
85500,0
85501,1
85502,0
85503,0
85504,1
85505,1
85506,0
85507,1
85508,0
85509,0
85510,1
85511,1
85512,1
85513,0
85514,1
85515,0
85516,1
85517,0
85518,1
85519,1
85520,1
85521,0
85522,1
85523,1
85524,1
85525,0
85526,0
85527,0
85528,1
85529,0
85530,0
85531,0
85532,0
85533,1
85534,0
85535,1
85536,0
85537,1
85538,0
85539,0
85540,0
85541,0
85542,0
85543,1
85544,0
85545,0
85546,0
85547,0
85548,0
85549,0
85550,1
85551,0
85552,1
85553,1
85554,0
85555,1
85556,1
85557,1
85558,1
85559,1
85560,1
85561,1
85562,1
85563,1
85564,1
85565,0
85566,1
85567,0
85568,0
85569,1
85570,0
85571,1
85572,1
85573,1
85574,1
85575,1
85576,0
85577,1
85578,0
85579,1
85580,1
85581,1
85582,0
85583,1
85584,1
85585,0
85586,0
85587,1
85588,1
85589,0
85590,1
85591,1
85592,0
85593,1
85594,0
85595,0
85596,1
85597,1
85598,0
85599,0
85600,0
85601,0
85602,1
85603,1
85604,1
85605,1
85606,1
85607,0
85608,0
85609,0
85610,0
85611,0
85612,1
85613,1
85614,0
85615,1
85616,0
85617,1
85618,1
85619,1
85620,1
85621,1
85622,0
85623,0
85624,1
85625,1
85626,1
85627,1
85628,1
85629,1
85630,1
85631,1
85632,1
85633,0
85634,0
85635,1
85636,0
85637,1
85638,1
85639,1
85640,1
85641,0
85642,1
85643,0
85644,0
85645,0
85646,1
85647,1
85648,1
85649,0
85650,0
85651,1
85652,1
85653,0
85654,1
85655,0
85656,0
85657,1
85658,0
85659,0
85660,0
85661,0
85662,1
85663,0
85664,0
85665,0
85666,0
85667,0
85668,0
85669,1
85670,0
85671,0
85672,0
85673,1
85674,0
85675,0
85676,1
85677,1
85678,1
85679,1
85680,1
85681,0
85682,0
85683,1
85684,0
85685,0
85686,1
85687,0
85688,1
85689,0
85690,0
85691,0
85692,1
85693,1
85694,1
85695,1
85696,1
85697,1
85698,0
85699,1
85700,1
85701,1
85702,1
85703,1
85704,1
85705,0
85706,0
85707,1
85708,1
85709,0
85710,0
85711,0
85712,0
85713,1
85714,0
85715,0
85716,1
85717,0
85718,0
85719,0
85720,0
85721,1
85722,0
85723,1
85724,1
85725,1
85726,1
85727,0
85728,0
85729,0
85730,0
85731,1
85732,0
85733,1
85734,0
85735,0
85736,1
85737,1
85738,0
85739,1
85740,1
85741,1
85742,1
85743,1
85744,1
85745,1
85746,1
85747,0
85748,1
85749,1
85750,0
85751,0
85752,1
85753,0
85754,1
85755,1
85756,1
85757,1
85758,0
85759,0
85760,1
85761,1
85762,0
85763,1
85764,1
85765,1
85766,1
85767,0
85768,1
85769,1
85770,0
85771,0
85772,0
85773,0
85774,1
85775,0
85776,1
85777,0
85778,0
